timestamp,voltage,current,power,energy
1698524759,2.7210,0.0000,0.0000000,0.0000000
1698524764,2.7090,0.0000,0.0000000,0.0000000
1698524769,2.8250,-0.0010,-0.0028250,-0.0070625
1698524774,2.3850,0.0000,0.0000000,-0.0141250
1698524779,1.2890,0.0000,0.0000000,-0.0141250
1698524784,1.4490,0.0000,0.0000000,-0.0141250
1698524789,1.6290,0.0000,0.0000000,-0.0141250
1698524794,1.6410,0.0000,0.0000000,-0.0141250
1698524799,1.6570,0.0000,0.0000000,-0.0141250
1698524804,1.6570,0.0000,0.0000000,-0.0141250
1698524809,1.6570,0.0000,0.0000000,-0.0141250
1698524814,1.6690,0.0000,0.0000000,-0.0141250
1698524819,1.6690,0.0010,0.0016690,-0.0099525
1698524824,1.6650,0.0000,0.0000000,-0.0057800
1698524829,1.6690,0.0000,0.0000000,-0.0057800
1698524834,1.6610,0.0000,0.0000000,-0.0057800
1698524839,1.6610,0.0000,0.0000000,-0.0057800
1698524844,1.6570,0.0000,0.0000000,-0.0057800
1698524849,1.6450,0.0000,0.0000000,-0.0057800
1698524854,1.6570,0.0000,0.0000000,-0.0057800
1698524859,1.6530,0.0000,0.0000000,-0.0057800
1698524864,1.6530,-0.0010,-0.0016530,-0.0099125
1698524869,1.6570,0.0000,0.0000000,-0.0140450
1698524874,1.6570,0.0000,0.0000000,-0.0140450
1698524879,1.6530,-0.0010,-0.0016530,-0.0181775
1698524884,1.6530,0.0000,0.0000000,-0.0223100
1698524889,1.6530,0.0000,0.0000000,-0.0223100
1698524894,1.6530,0.0000,0.0000000,-0.0223100
1698524899,1.6490,0.0010,0.0016490,-0.0181875
1698524904,1.6530,0.0000,0.0000000,-0.0140650
1698524909,1.6530,0.0000,0.0000000,-0.0140650
1698524914,1.6530,0.0000,0.0000000,-0.0140650
1698524919,1.6450,0.0000,0.0000000,-0.0140650
1698524924,1.6490,-0.0010,-0.0016490,-0.0181875
1698524929,1.6490,-0.0020,-0.0032980,-0.0305550
1698524934,1.6490,-0.0010,-0.0016490,-0.0429225
1698524939,1.6530,-0.0010,-0.0016530,-0.0511775
1698524944,1.6410,0.0000,0.0000000,-0.0553100
1698524949,1.6530,0.0000,0.0000000,-0.0553100
1698524954,1.6530,0.0000,0.0000000,-0.0553100
1698524959,1.6250,0.0000,0.0000000,-0.0553100
1698524964,1.5650,0.0010,0.0015650,-0.0513975
1698524969,1.5930,-0.0010,-0.0015930,-0.0514675
1698524974,1.6290,0.0000,0.0000000,-0.0554500
1698524979,1.6050,0.0000,0.0000000,-0.0554500
1698524984,1.5610,0.0000,0.0000000,-0.0554500
1698524989,1.5090,-0.0010,-0.0015090,-0.0592225
1698524994,1.4650,0.0000,0.0000000,-0.0629950
1698524999,1.4930,-0.0010,-0.0014930,-0.0667275
1698525004,1.5370,0.0000,0.0000000,-0.0704600
1698525009,1.5850,0.0000,0.0000000,-0.0704600
1698525014,1.5970,-0.0010,-0.0015970,-0.0744525
1698525019,1.6170,0.0000,0.0000000,-0.0784450
1698525024,1.6210,0.0000,0.0000000,-0.0784450
1698525029,1.6250,0.0000,0.0000000,-0.0784450
1698525034,1.6290,-0.0010,-0.0016290,-0.0825175
1698525039,1.6210,-0.0010,-0.0016210,-0.0906425
1698525044,1.6290,0.0000,0.0000000,-0.0946950
1698525049,1.6130,-0.0010,-0.0016130,-0.0987275
1698525054,1.5610,0.0010,0.0015610,-0.0988575
1698525059,1.4650,-0.0010,-0.0014650,-0.0986175
1698525064,1.2530,-0.0010,-0.0012530,-0.1054125
1698525069,1.0250,-0.0010,-0.0010250,-0.1111075
1698525074,0.9210,-0.0010,-0.0009210,-0.1159725
1698525079,0.9130,0.0000,0.0000000,-0.1182750
1698525084,0.9290,0.0000,0.0000000,-0.1182750
1698525089,0.9690,-0.0010,-0.0009690,-0.1206975
1698525094,1.0290,-0.0010,-0.0010290,-0.1256925
1698525099,1.0290,0.0000,0.0000000,-0.1282650
1698525104,0.9970,-0.0010,-0.0009970,-0.1307575
1698525109,1.0490,-0.0010,-0.0010490,-0.1358725
1698525114,1.0970,-0.0010,-0.0010970,-0.1412375
1698525119,1.0890,0.0000,0.0000000,-0.1439800
1698525124,1.1370,0.0000,0.0000000,-0.1439800
1698525129,1.2530,0.0000,0.0000000,-0.1439800
1698525134,1.3970,-0.0010,-0.0013970,-0.1474725
1698525139,1.4410,-0.0010,-0.0014410,-0.1545675
1698525144,1.4130,-0.0010,-0.0014130,-0.1617025
1698525149,1.3450,0.0000,0.0000000,-0.1652350
1698525154,1.3850,-0.0010,-0.0013850,-0.1686975
1698525159,1.4330,-0.0010,-0.0014330,-0.1757425
1698525164,1.4090,-0.0010,-0.0014090,-0.1828475
1698525169,1.4090,-0.0010,-0.0014090,-0.1898925
1698525174,1.3890,0.0010,0.0013890,-0.1899425
1698525179,1.3730,0.0000,0.0000000,-0.1864700
1698525184,1.3410,-0.0010,-0.0013410,-0.1898225
1698525189,1.3490,-0.0010,-0.0013490,-0.1965475
1698525194,1.3610,0.0000,0.0000000,-0.1999200
1698525199,1.4290,-0.0010,-0.0014290,-0.2034925
1698525204,1.4650,-0.0010,-0.0014650,-0.2107275
1698525209,1.5130,0.0000,0.0000000,-0.2143900
1698525214,1.5330,0.0000,0.0000000,-0.2143900
1698525219,1.5210,0.0000,0.0000000,-0.2143900
1698525224,1.5290,0.0000,0.0000000,-0.2143900
1698525229,1.5050,0.0000,0.0000000,-0.2143900
1698525234,1.3970,-0.0010,-0.0013970,-0.2178825
1698525239,1.2170,-0.0010,-0.0012170,-0.2244175
1698525244,1.1210,-0.0010,-0.0011210,-0.2302625
1698525249,1.1850,0.0000,0.0000000,-0.2330650
1698525254,1.3570,-0.0010,-0.0013570,-0.2364575
1698525259,1.4570,0.0000,0.0000000,-0.2398500
1698525264,1.3730,-0.0010,-0.0013730,-0.2432825
1698525269,1.2370,-0.0010,-0.0012370,-0.2498075
1698525274,1.1370,0.0010,0.0011370,-0.2500575
1698525279,1.0650,-0.0010,-0.0010650,-0.2498775
1698525284,0.9930,0.0010,0.0009930,-0.2500575
1698525289,0.9450,0.0000,0.0000000,-0.2475750
1698525294,0.9130,-0.0010,-0.0009130,-0.2498575
1698525299,0.9370,-0.0010,-0.0009370,-0.2544825
1698525304,1.0010,-0.0010,-0.0010010,-0.2593275
1698525309,1.1130,-0.0010,-0.0011130,-0.2646125
1698525314,1.2450,0.0000,0.0000000,-0.2673950
1698525319,1.3490,0.0000,0.0000000,-0.2673950
1698525324,1.3730,0.0000,0.0000000,-0.2673950
1698525329,1.3930,0.0000,0.0000000,-0.2673950
1698525334,1.3570,-0.0010,-0.0013570,-0.2707875
1698525339,1.2810,-0.0010,-0.0012810,-0.2773825
1698525344,1.3610,-0.0010,-0.0013610,-0.2839875
1698525349,1.3890,-0.0010,-0.0013890,-0.2908625
1698525354,1.3650,0.0000,0.0000000,-0.2943350
1698525359,1.3130,0.0000,0.0000000,-0.2943350
1698525364,1.2330,0.0000,0.0000000,-0.2943350
1698525369,1.1250,-0.0010,-0.0011250,-0.2971475
1698525374,1.0690,-0.0010,-0.0010690,-0.3026325
1698525379,1.0810,-0.0010,-0.0010810,-0.3080075
1698525384,1.2170,-0.0010,-0.0012170,-0.3137525
1698525389,1.3770,0.0000,0.0000000,-0.3167950
1698525394,1.4410,0.0000,0.0000000,-0.3167950
1698525399,1.4530,0.0000,0.0000000,-0.3167950
1698525404,1.4490,-0.0010,-0.0014490,-0.3204175
1698525409,1.4290,-0.0010,-0.0014290,-0.3276125
1698525414,1.4130,-0.0020,-0.0028260,-0.3382500
1698525419,1.4170,0.0000,0.0000000,-0.3453150
1698525424,1.4090,0.0000,0.0000000,-0.3453150
1698525429,1.4210,0.0000,0.0000000,-0.3453150
1698525434,1.4290,-0.0010,-0.0014290,-0.3488875
1698525439,1.4290,-0.0010,-0.0014290,-0.3560325
1698525444,1.4050,-0.0010,-0.0014050,-0.3631175
1698525449,1.3970,0.0000,0.0000000,-0.3666300
1698525454,1.3890,-0.0010,-0.0013890,-0.3701025
1698525459,1.3890,-0.0010,-0.0013890,-0.3770475
1698525464,1.4370,-0.0010,-0.0014370,-0.3841125
1698525469,1.4410,0.0000,0.0000000,-0.3877050
1698525474,1.4090,0.0000,0.0000000,-0.3877050
1698525479,1.4250,-0.0010,-0.0014250,-0.3912675
1698525484,1.3930,0.0000,0.0000000,-0.3948300
1698525489,1.3490,-0.0010,-0.0013490,-0.3982025
1698525494,1.3690,-0.0010,-0.0013690,-0.4049975
1698525499,1.4010,0.0000,0.0000000,-0.4084200
1698525504,1.4090,0.0000,0.0000000,-0.4084200
1698525509,1.3890,-0.0010,-0.0013890,-0.4118925
1698525514,1.3610,-0.0010,-0.0013610,-0.4187675
1698525519,1.3730,0.0000,0.0000000,-0.4221700
1698525524,1.3770,0.0000,0.0000000,-0.4221700
1698525529,1.3850,-0.0010,-0.0013850,-0.4256325
1698525534,1.3890,-0.0010,-0.0013890,-0.4325675
1698525539,1.3850,0.0000,0.0000000,-0.4360400
1698525544,1.3850,0.0000,0.0000000,-0.4360400
1698525549,1.3690,0.0000,0.0000000,-0.4360400
1698525554,1.3690,0.0010,0.0013690,-0.4326175
1698525559,1.3690,-0.0010,-0.0013690,-0.4326175
1698525564,1.3490,-0.0010,-0.0013490,-0.4394125
1698525569,1.3250,0.0000,0.0000000,-0.4427851
1698525574,1.3010,0.0000,0.0000000,-0.4427851
1698525579,1.3010,0.0000,0.0000000,-0.4427851
1698525584,1.2930,0.0000,0.0000000,-0.4427851
1698525589,1.2770,0.0000,0.0000000,-0.4427851
1698525594,1.2890,0.0010,0.0012890,-0.4395625
1698525599,1.2930,-0.0010,-0.0012930,-0.4395725
1698525604,1.2810,-0.0010,-0.0012810,-0.4460075
1698525609,1.2570,-0.0010,-0.0012570,-0.4523526
1698525614,1.2,0.0000,0.0000000,-0.5216751
1698526004,0.7770,0.0000,0.0000000,-0.5216751
1698526009,0.7650,0.0010,0.0007650,-0.5197626
1698526014,0.7610,0.0000,0.0000000,-0.5178500
1698526019,0.7450,0.0010,0.0007450,-0.5159876
1698526024,0.7370,0.0000,0.0000000,-0.5141250
1698526029,0.7290,0.0000,0.0000000,-0.5141250
1698526034,0.7170,0.0000,0.0000000,-0.5141250
1698526039,0.7130,0.0000,0.0000000,-0.5141250
1698526044,0.7050,0.0000,0.0000000,-0.5141250
1698526049,0.7090,0.0010,0.0007090,-0.5123525
1698526054,0.7090,0.0000,0.0000000,-0.5105801
1698526059,0.7130,0.0010,0.0007130,-0.5087975
1698526064,0.7170,0.0000,0.0000000,-0.5070150
1698526069,0.7170,0.0000,0.0000000,-0.5070150
1698526074,0.7210,0.0000,0.0000000,-0.5070150
1698526079,0.7210,0.0000,0.0000000,-0.5070150
1698526084,0.7210,0.0010,0.0007210,-0.5052125
1698526089,0.7250,0.0000,0.0000000,-0.5034100
1698526094,0.7330,0.0000,0.0000000,-0.5034100
1698526099,0.7330,0.0010,0.0007330,-0.5015776
1698526104,0.7290,0.0010,0.0007290,-0.4979225
1698526109,0.7210,0.0000,0.0000000,-0.4961000
1698526114,0.7130,0.0010,0.0007130,-0.4943175
1698526119,0.7090,0.0000,0.0000000,-0.4925351
1698526124,0.7090,0.0000,0.0000000,-0.4925351
1698526129,0.7130,0.0000,0.0000000,-0.4925351
1698526134,0.7130,0.0010,0.0007130,-0.4907525
1698526139,0.7010,0.0000,0.0000000,-0.4889700
1698526144,0.6930,0.0010,0.0006930,-0.4872375
1698526149,0.6890,0.0000,0.0000000,-0.4855050
1698526154,0.6810,0.0000,0.0000000,-0.4855050
1698526159,0.6770,0.0010,0.0006770,-0.4838125
1698526164,0.6770,0.0000,0.0000000,-0.4821200
1698526169,0.6690,0.0000,0.0000000,-0.4821200
1698526174,0.6730,0.0000,0.0000000,-0.4821200
1698526179,0.6650,0.0000,0.0000000,-0.4821200
1698526184,0.6690,0.0000,0.0000000,-0.4821200
1698526189,0.6690,0.0000,0.0000000,-0.4821200
1698526194,0.6490,0.0000,0.0000000,-0.4821200
1698526199,0.6690,0.0000,0.0000000,-0.4821200
1698526204,0.6690,-0.0010,-0.0006690,-0.4837925
1698526209,0.6650,0.0000,0.0000000,-0.4854650
